"ad_date","platform","avg_daily_spend","min_daily_spend","max_daily_spend"
2021-10-06,Facebook,7684.44,0.00,26943.00
2021-10-06,Google,3518.50,9.00,7241.00
2021-10-07,Facebook,4790.00,0.00,19906.00
2021-10-07,Google,2386.75,0.00,4979.00
2021-10-08,Facebook,7291.57,219.00,22179.00
2021-10-08,Google,4687.67,39.00,12542.00
2021-10-09,Facebook,7834.33,0.00,28302.00
2021-10-09,Google,2464.00,0.00,6543.00
2021-10-10,Facebook,7563.86,1138.00,23531.00
2021-10-10,Google,2425.60,1383.00,3570.00
2021-10-11,Facebook,5758.17,651.00,20140.00
2021-10-11,Google,2688.33,2526.00,3002.00
2021-10-12,Facebook,5898.25,712.00,21100.00
2021-10-12,Google,3375.80,1205.00,8136.00
2021-10-13,Facebook,7999.38,1521.00,23172.00
2021-10-13,Google,2671.67,1755.00,4294.00
2021-10-14,Facebook,5477.00,20.00,17863.00
2021-10-14,Google,2700.00,279.00,6279.00
2021-10-15,Facebook,4463.33,129.00,16684.00
2021-10-15,Google,6041.00,786.00,18973.00
2021-10-16,Facebook,4247.13,65.00,10673.00
2021-10-16,Google,2141.40,216.00,6262.00
2021-10-17,Facebook,5736.22,13.00,22774.00
2021-10-17,Google,3127.60,1018.00,6221.00
2021-10-18,Facebook,4874.57,1220.00,16630.00
2021-10-18,Google,1740.20,1158.00,2873.00
2021-10-19,Facebook,5059.86,0.00,20926.00
2021-10-19,Google,1468.00,0.00,3681.00
2021-10-20,Facebook,5732.75,0.00,19261.00
2021-10-20,Google,1075.75,476.00,2216.00
2021-10-21,Facebook,5504.75,0.00,19503.00
2021-10-21,Google,769.60,0.00,2491.00
2021-10-22,Facebook,5225.57,0.00,17285.00
2021-10-22,Google,1023.50,0.00,1685.00
2021-10-23,Facebook,3925.33,390.00,9976.00
2021-10-23,Google,1297.67,1228.00,1416.00
2021-10-24,Facebook,5120.14,313.00,16699.00
2021-10-24,Google,869.00,394.00,1425.00
2021-10-25,Facebook,4690.29,376.00,12504.00
2021-10-25,Google,1168.75,313.00,2077.00
2021-10-26,Facebook,4292.33,808.00,8557.00
2021-10-26,Google,1086.50,842.00,1331.00
2021-10-27,Facebook,3104.50,309.00,5960.00
2021-10-27,Google,499.50,401.00,598.00
2021-10-28,Facebook,6732.17,794.00,19969.00
2021-10-28,Google,378.00,378.00,378.00
2021-10-29,Facebook,3912.60,858.00,11741.00
2021-10-29,Google,1300.50,611.00,1990.00
2021-10-30,Facebook,4619.50,231.00,14397.00
2021-10-30,Google,415.50,147.00,684.00
2021-10-31,Facebook,5318.40,1910.00,13052.00
2021-10-31,Google,1229.00,1229.00,1229.00
2021-11-01,Facebook,2330.20,843.00,3904.00
2021-11-01,Google,1319.33,293.00,2702.00
2021-11-02,Facebook,4235.80,1788.00,11565.00
2021-11-02,Google,248.00,248.00,248.00
2021-11-03,Facebook,4069.67,357.00,13243.00
2021-11-03,Google,1445.00,1324.00,1566.00
2021-11-04,Facebook,4418.67,603.00,14717.00
2021-11-04,Google,1687.00,1214.00,2160.00
2021-11-05,Facebook,6705.50,1616.00,12115.00
2021-11-05,Google,1241.50,1168.00,1315.00
2021-11-06,Facebook,3131.40,798.00,5754.00
2021-11-06,Google,1053.50,1047.00,1060.00
2021-11-07,Facebook,4727.50,669.00,16174.00
2021-11-07,Google,1788.00,484.00,3388.00
2021-11-08,Facebook,3223.83,1182.00,9447.00
2021-11-08,Google,1098.67,903.00,1476.00
2021-11-09,Facebook,4482.60,593.00,13002.00
2021-11-09,Google,687.50,555.00,820.00
2021-11-10,Facebook,2140.33,717.00,4235.00
2021-11-10,Google,824.00,570.00,1125.00
2021-11-11,Facebook,1913.86,354.00,3972.00
2021-11-11,Google,2193.50,625.00,3762.00
2021-11-12,Facebook,8545.00,389.00,20828.00
2021-11-12,Google,1684.00,1536.00,1832.00
2021-11-13,Facebook,5065.50,280.00,15752.00
2021-11-13,Google,1102.67,717.00,1421.00
2021-11-14,Facebook,4785.00,513.00,20770.00
2021-11-14,Google,988.50,411.00,1566.00
2021-11-15,Facebook,5129.78,134.00,28841.00
2021-11-15,Google,1820.00,952.00,2307.00
2021-11-16,Facebook,6045.25,206.00,19147.00
2021-11-16,Google,2231.00,1414.00,3139.00
2021-11-17,Facebook,3587.11,561.00,12680.00
2021-11-17,Google,1202.00,767.00,1593.00
2021-11-18,Facebook,2065.25,1075.00,4137.00
2021-11-18,Google,1452.67,513.00,2848.00
2021-11-19,Facebook,3230.38,797.00,10946.00
2021-11-19,Google,1350.33,187.00,2433.00
2021-11-20,Facebook,4287.50,716.00,20421.00
2021-11-20,Google,2781.00,2781.00,2781.00
2021-11-21,Facebook,3275.89,298.00,16239.00
2021-11-21,Google,891.00,891.00,891.00
2021-11-22,Facebook,5274.50,38.00,18356.00
2021-11-22,Google,1720.50,1178.00,2263.00
2021-11-23,Facebook,5485.88,650.00,31613.00
2021-11-23,Google,794.00,423.00,1165.00
2021-11-24,Facebook,6069.86,415.00,31725.00
2021-11-24,Google,1498.00,1182.00,2077.00
2021-11-25,Facebook,4500.00,547.00,13627.00
2021-11-25,Google,1751.33,799.00,3606.00
2021-11-26,Facebook,3227.63,332.00,12893.00
2021-11-26,Google,1851.50,1599.00,2104.00
2021-11-27,Facebook,3387.17,780.00,12430.00
2021-11-27,Google,623.33,213.00,938.00
2021-11-28,Facebook,5766.43,1122.00,20031.00
2021-11-28,Google,943.00,943.00,943.00
2021-11-29,Facebook,3058.38,424.00,8258.00
2021-11-29,Google,1678.33,1350.00,2146.00
2021-11-30,Facebook,3504.00,1587.00,7255.00
2021-11-30,Google,1642.33,1135.00,1956.00
2021-12-01,Facebook,5599.38,849.00,24678.00
2021-12-01,Google,1457.00,1420.00,1494.00
2021-12-02,Facebook,4724.83,748.00,11503.00
2021-12-02,Google,1326.50,591.00,2062.00
2021-12-03,Facebook,6476.75,779.00,29663.00
2021-12-03,Google,272.00,272.00,272.00
2021-12-04,Facebook,6648.29,529.00,32997.00
2021-12-04,Google,1134.00,165.00,2103.00
2021-12-05,Facebook,2808.33,307.00,9188.00
2021-12-05,Google,860.67,404.00,1309.00
2021-12-06,Facebook,7590.29,850.00,37166.00
2021-12-06,Google,1509.00,1453.00,1565.00
2021-12-07,Facebook,3148.00,571.00,10086.00
2021-12-07,Google,2058.50,1910.00,2207.00
2021-12-08,Facebook,3408.38,379.00,6829.00
2021-12-08,Google,1243.00,559.00,1927.00
2021-12-09,Facebook,6933.29,428.00,33521.00
2021-12-09,Google,2060.50,769.00,3352.00
2021-12-10,Facebook,3548.88,197.00,15527.00
2021-12-10,Google,825.50,605.00,1046.00
2021-12-11,Facebook,3620.63,281.00,11986.00
2021-12-11,Google,933.33,501.00,1703.00
2021-12-12,Facebook,4641.88,369.00,22828.00
2021-12-12,Google,1260.00,1260.00,1260.00
2021-12-13,Facebook,1302.86,216.00,2688.00
2021-12-13,Google,1359.00,335.00,2383.00
2021-12-14,Facebook,7797.67,339.00,33982.00
2021-12-14,Google,1337.00,1337.00,1337.00
2021-12-15,Facebook,4068.50,678.00,7822.00
2021-12-15,Google,479.50,280.00,679.00
2021-12-16,Facebook,3442.50,1644.00,7251.00
2021-12-16,Google,989.67,361.00,1952.00
2021-12-17,Facebook,4607.13,335.00,9647.00
2021-12-17,Google,816.00,237.00,1306.00
2021-12-18,Facebook,5590.50,1820.00,12401.00
2021-12-18,Google,1208.33,800.00,1946.00
2021-12-19,Facebook,4043.63,1458.00,7030.00
2021-12-19,Google,529.50,271.00,788.00
2021-12-20,Facebook,7614.00,403.00,35023.00
2021-12-20,Google,830.50,483.00,1178.00
2021-12-21,Facebook,8821.83,1636.00,36691.00
2021-12-21,Google,816.67,144.00,1328.00
2021-12-22,Facebook,3471.50,325.00,13356.00
2021-12-22,Google,1654.00,481.00,2827.00
2021-12-23,Facebook,5811.43,216.00,27054.00
2021-12-23,Google,625.00,392.00,858.00
2021-12-24,Facebook,4873.83,745.00,19710.00
2021-12-24,Google,906.50,700.00,1113.00
2021-12-25,Facebook,5905.71,538.00,25455.00
2021-12-25,Google,2418.67,1592.00,4059.00
2021-12-26,Facebook,3051.38,652.00,10384.00
2021-12-26,Google,1901.00,1193.00,2729.00
2021-12-27,Facebook,5978.88,373.00,35779.00
2021-12-27,Google,1202.67,347.00,1915.00
2021-12-28,Facebook,4497.88,737.00,16632.00
2021-12-28,Google,1694.33,531.00,2316.00
2021-12-29,Facebook,2332.14,585.00,7900.00
2021-12-29,Google,1532.33,500.00,2306.00
2021-12-30,Facebook,4081.00,813.00,16452.00
2021-12-30,Google,1410.00,1410.00,1410.00
2021-12-31,Facebook,2476.86,440.00,12719.00
2021-12-31,Google,430.00,430.00,430.00
2022-01-01,Facebook,274.67,0.00,939.00
2022-01-01,Google,0.00,0.00,0.00
2022-01-02,Facebook,597.60,0.00,2988.00
2022-01-02,Google,0.00,0.00,0.00
2022-01-03,Facebook,800.25,0.00,3201.00
2022-01-03,Google,0.00,0.00,0.00
2022-01-04,Facebook,482.00,0.00,964.00
2022-01-04,Google,0.00,0.00,0.00
2022-01-05,Facebook,0.00,0.00,0.00
2022-01-05,Google,0.00,0.00,0.00
2022-01-06,Facebook,3800.00,3800.00,3800.00
2022-01-07,Facebook,2891.00,2891.00,2891.00
2022-01-08,Facebook,2263.00,2263.00,2263.00
2022-01-09,Facebook,2850.00,2850.00,2850.00
2022-01-10,Facebook,685.00,685.00,685.00
2022-01-11,Facebook,1146.00,1146.00,1146.00
2022-01-12,Facebook,838.00,838.00,838.00
2022-01-13,Facebook,711.00,711.00,711.00
2022-01-14,Facebook,1894.00,1894.00,1894.00
2022-01-15,Facebook,2934.00,2934.00,2934.00
2022-01-16,Facebook,3511.00,3511.00,3511.00
2022-01-17,Facebook,1758.00,1758.00,1758.00
2022-01-18,Facebook,0.00,0.00,0.00
2022-01-19,Facebook,0.00,0.00,0.00
2022-01-20,Facebook,0.00,0.00,0.00
2022-01-25,Facebook,1591.00,1591.00,1591.00
2022-01-26,Facebook,2158.00,2158.00,2158.00
2022-01-27,Facebook,450.00,450.00,450.00
2022-01-28,Facebook,1927.00,1927.00,1927.00
2022-01-29,Facebook,1804.00,1804.00,1804.00
2022-01-30,Facebook,998.00,998.00,998.00
2022-01-31,Facebook,1693.00,1693.00,1693.00
2022-02-02,Facebook,813.00,813.00,813.00
2022-02-03,Facebook,544.00,544.00,544.00
2022-02-04,Facebook,990.00,990.00,990.00
2022-02-05,Facebook,1775.00,1775.00,1775.00
2022-02-06,Facebook,578.00,578.00,578.00
2022-02-07,Facebook,1602.00,1602.00,1602.00
2022-02-08,Facebook,699.00,699.00,699.00
2022-02-09,Facebook,1425.00,1425.00,1425.00
2022-02-11,Facebook,2699.00,2699.00,2699.00
2022-02-12,Facebook,806.00,806.00,806.00
2022-02-13,Facebook,3716.00,3716.00,3716.00
2022-02-14,Facebook,797.00,797.00,797.00
2022-02-16,Facebook,3289.00,3289.00,3289.00
2022-02-17,Facebook,2232.00,2232.00,2232.00
2022-02-18,Facebook,1715.00,1715.00,1715.00
2022-02-19,Facebook,642.00,642.00,642.00
2022-02-20,Facebook,1033.00,1033.00,1033.00
2022-02-21,Facebook,614.00,614.00,614.00
2022-02-22,Facebook,957.00,957.00,957.00
2022-02-23,Facebook,3400.00,3400.00,3400.00
2022-02-24,Facebook,734.00,734.00,734.00
2022-03-19,Facebook,12779.67,5157.00,23775.00
2022-03-19,Google,8991.25,2341.00,22480.00
2022-03-20,Facebook,12769.25,682.00,27690.00
2022-03-20,Google,26860.33,7578.00,60914.00
2022-03-21,Facebook,11041.40,319.00,20770.00
2022-03-21,Google,9519.40,234.00,14175.00
2022-03-22,Facebook,15381.60,251.00,46435.00
2022-03-22,Google,7917.25,124.00,11457.00
2022-03-23,Facebook,17922.40,1265.00,56347.00
2022-03-23,Google,18394.60,389.00,50500.00
2022-03-24,Facebook,13190.00,264.00,20418.00
2022-03-24,Google,11680.00,439.00,23208.00
2022-03-25,Facebook,28491.50,19743.00,38752.00
2022-03-25,Google,14094.75,4446.00,25957.00
2022-03-26,Facebook,7177.86,384.00,33487.00
2022-03-26,Google,10700.38,735.00,41719.00
2022-03-27,Facebook,15188.38,914.00,68412.00
2022-03-27,Google,7293.33,438.00,16256.00
2022-03-28,Facebook,18743.88,758.00,78872.00
2022-03-28,Google,5421.17,392.00,17852.00
2022-03-29,Facebook,17105.00,436.00,97021.00
2022-03-29,Google,3672.83,709.00,12319.00
2022-03-30,Facebook,12041.63,656.00,31453.00
2022-03-30,Google,13145.50,556.00,31018.00
2022-03-31,Facebook,18168.63,1714.00,80472.00
2022-03-31,Google,12718.50,881.00,35223.00
2022-04-01,Facebook,10030.75,2276.00,21663.00
2022-04-01,Google,5653.13,754.00,17421.00
2022-04-02,Facebook,20798.43,653.00,71287.00
2022-04-02,Google,20932.67,1072.00,80054.00
2022-04-03,Facebook,24344.50,1186.00,65573.00
2022-04-03,Google,17142.17,388.00,57156.00
2022-04-04,Facebook,19235.38,624.00,44084.00
2022-04-04,Google,10399.60,1264.00,32632.00
2022-04-05,Facebook,16606.14,1707.00,45152.00
2022-04-05,Google,5136.60,487.00,21643.00
2022-04-06,Facebook,18398.43,429.00,74257.00
2022-04-06,Google,18444.50,3283.00,35917.00
2022-04-07,Facebook,11715.00,772.00,35410.00
2022-04-07,Google,26509.00,5544.00,69111.00
2022-04-08,Facebook,21462.38,1510.00,88634.00
2022-04-08,Google,10152.14,1413.00,31701.00
2022-04-09,Facebook,26436.00,291.00,88536.00
2022-04-09,Google,26861.50,351.00,70807.00
2022-04-10,Facebook,27791.00,5353.00,86837.00
2022-04-10,Google,10400.50,1649.00,19195.00
2022-04-11,Facebook,20295.57,911.00,97002.00
2022-04-11,Google,19713.43,579.00,95269.00
2022-04-12,Facebook,19317.63,390.00,68901.00
2022-04-12,Google,11561.50,759.00,26928.00
2022-04-13,Facebook,21557.13,360.00,82077.00
2022-04-13,Google,24250.40,515.00,74837.00
2022-04-14,Facebook,16855.71,620.00,88408.00
2022-04-14,Google,13768.17,519.00,29185.00
2022-04-15,Facebook,23732.43,892.00,81252.00
2022-04-15,Google,17559.29,270.00,44972.00
2022-04-16,Facebook,17431.57,466.00,43135.00
2022-04-16,Google,16539.13,575.00,44195.00
2022-04-17,Facebook,25321.13,1735.00,78320.00
2022-04-17,Google,19513.13,674.00,60462.00
2022-04-18,Facebook,12224.88,738.00,43833.00
2022-04-18,Google,19659.00,343.00,60641.00
2022-04-19,Facebook,19981.20,383.00,67928.00
2022-04-19,Google,18009.50,486.00,83875.00
2022-04-20,Facebook,16827.00,5873.00,38221.00
2022-04-20,Google,8092.40,646.00,21837.00
2022-04-21,Facebook,16742.75,611.00,38813.00
2022-04-21,Google,11090.50,6850.00,18687.00
2022-04-22,Facebook,9710.50,121.00,18751.00
2022-04-22,Google,14847.00,233.00,28529.00
2022-04-23,Facebook,8477.60,0.00,31130.00
2022-04-23,Google,9411.50,0.00,39832.00
2022-04-24,Facebook,6127.00,0.00,27281.00
2022-04-24,Google,9312.71,0.00,46950.00
2022-04-25,Facebook,7083.00,4416.00,10182.00
2022-04-25,Google,12428.50,6129.00,25487.00
2022-04-26,Facebook,9304.60,0.00,28446.00
2022-04-26,Google,11921.25,0.00,38077.00
2022-04-27,Facebook,12595.25,2055.00,28298.00
2022-04-27,Google,6349.25,3806.00,8794.00
2022-04-28,Facebook,14749.75,3235.00,43248.00
2022-04-28,Google,5228.50,3804.00,6653.00
2022-04-29,Facebook,3187.00,2899.00,3475.00
2022-04-29,Google,13216.33,1381.00,34204.00
2022-04-30,Facebook,23464.67,8330.00,49948.00
2022-04-30,Google,11877.33,1542.00,30390.00
2022-05-01,Facebook,14029.00,4473.00,32461.00
2022-05-01,Google,14120.50,902.00,33002.00
2022-05-02,Facebook,10806.00,7179.00,16973.00
2022-05-02,Google,15375.00,783.00,38234.00
2022-05-03,Facebook,9177.00,4157.00,20346.00
2022-05-03,Google,9205.00,1883.00,17853.00
2022-05-04,Facebook,8373.00,605.00,12501.00
2022-05-04,Google,4450.75,1468.00,7923.00
2022-05-05,Facebook,19778.00,10441.00,29115.00
2022-05-05,Google,11333.33,9836.00,12998.00
2022-05-06,Facebook,17544.00,6833.00,34202.00
2022-05-06,Google,11093.33,1371.00,25086.00
2022-05-07,Facebook,16738.67,3718.00,37644.00
2022-05-07,Google,6524.00,5440.00,7608.00
2022-05-08,Facebook,9396.33,3672.00,19870.00
2022-05-08,Google,10860.00,9821.00,11451.00
2022-05-09,Facebook,9025.25,823.00,26845.00
2022-05-09,Google,2044.00,839.00,2773.00
2022-05-10,Facebook,28304.20,1816.00,101760.00
2022-05-10,Google,26730.50,3550.00,49911.00
2022-05-11,Facebook,13654.00,3052.00,49422.00
2022-05-11,Google,6021.00,1175.00,14086.00
2022-05-12,Facebook,14921.00,758.00,50967.00
2022-05-12,Google,4196.60,0.00,10375.00
2022-05-13,Facebook,10703.75,0.00,34632.00
2022-05-13,Google,3980.67,2096.00,5897.00
2022-05-14,Facebook,11050.00,3601.00,32407.00
2022-05-14,Google,8177.50,913.00,29241.00
2022-05-15,Facebook,7684.25,1335.00,23733.00
2022-05-15,Google,9560.25,1871.00,29810.00
2022-05-16,Facebook,4899.00,1454.00,7528.00
2022-05-16,Google,3728.33,1815.00,5316.00
2022-05-17,Facebook,12345.75,4190.00,31886.00
2022-05-17,Google,4943.67,1692.00,7731.00
2022-05-18,Facebook,17974.50,5344.00,54596.00
2022-05-18,Google,4725.00,2014.00,7110.00
2022-05-19,Facebook,13466.50,1294.00,42731.00
2022-05-19,Google,6196.33,3868.00,10384.00
2022-05-20,Facebook,8487.14,465.00,47242.00
2022-05-20,Google,7650.86,259.00,39879.00
2022-05-21,Facebook,4871.57,2273.00,14630.00
2022-05-21,Google,9426.43,1208.00,45723.00
2022-05-22,Facebook,5135.17,1402.00,16330.00
2022-05-22,Google,6101.75,1657.00,15728.00
2022-05-23,Facebook,7105.50,1462.00,30307.00
2022-05-23,Google,4551.75,1245.00,7177.00
2022-05-24,Facebook,6149.50,2323.00,16475.00
2022-05-24,Google,6496.50,448.00,24875.00
2022-05-25,Facebook,9480.50,2758.00,36951.00
2022-05-25,Google,4440.14,1131.00,10993.00
2022-05-26,Facebook,3059.83,1486.00,4999.00
2022-05-26,Google,4608.33,983.00,9695.00
2022-05-27,Facebook,7389.00,707.00,35670.00
2022-05-27,Google,8085.86,1055.00,38740.00
2022-05-28,Facebook,7245.33,2309.00,22726.00
2022-05-28,Google,13125.50,2847.00,42523.00
2022-05-29,Facebook,12261.17,3011.00,49416.00
2022-05-29,Google,3691.00,1069.00,7945.00
2022-05-30,Facebook,9658.00,2672.00,47899.00
2022-05-30,Google,3983.75,2786.00,7012.00
2022-05-31,Facebook,18270.00,0.00,52755.00
2022-05-31,Google,6304.00,0.00,19562.00
2022-06-01,Facebook,4636.80,0.00,14920.00
2022-06-01,Google,8334.00,0.00,28630.00
2022-06-02,Facebook,18730.33,2051.00,51425.00
2022-06-02,Google,5416.67,2484.00,9276.00
2022-06-03,Facebook,15068.67,2415.00,39089.00
2022-06-04,Facebook,10555.00,5014.00,21562.00
2022-06-04,Google,7215.00,2460.00,11970.00
2022-06-05,Facebook,20141.33,1506.00,55533.00
2022-06-05,Google,17581.50,3366.00,31797.00
2022-06-06,Facebook,11520.00,2963.00,24494.00
2022-06-06,Google,15691.50,6195.00,25188.00
2022-06-07,Facebook,7585.50,5989.00,9182.00
2022-06-07,Google,42369.00,42369.00,42369.00
2022-06-08,Facebook,18065.00,3033.00,43416.00
2022-06-08,Google,11976.00,3466.00,20486.00
2022-06-09,Facebook,15836.67,6373.00,33720.00
2022-06-09,Google,7419.50,7385.00,7454.00
2022-06-10,Facebook,16911.50,7676.00,26147.00
2022-06-10,Google,1083.00,1083.00,1083.00
2022-06-11,Facebook,11004.80,1188.00,40786.00
2022-06-11,Google,24093.00,3465.00,44721.00
2022-06-12,Facebook,11148.80,3154.00,36543.00
2022-06-12,Google,11935.25,1155.00,33442.00
2022-06-13,Facebook,21131.67,2543.00,49496.00
2022-06-13,Google,8347.67,1123.00,22504.00
2022-06-14,Facebook,11034.25,3547.00,31783.00
2022-06-14,Google,6041.75,1167.00,17140.00
2022-06-15,Facebook,10396.80,995.00,33961.00
2022-06-15,Google,6956.00,204.00,18067.00
2022-06-16,Facebook,8410.25,0.00,29683.00
2022-06-16,Google,12462.00,3358.00,21566.00
2022-06-17,Facebook,6911.33,2732.00,13680.00
2022-06-17,Google,8542.50,5001.00,12084.00
2022-06-18,Facebook,20881.50,3988.00,37775.00
2022-06-18,Google,9621.33,3366.00,16741.00
2022-06-19,Facebook,20745.67,1348.00,49032.00
2022-06-19,Google,21879.00,2676.00,41082.00
2022-06-20,Facebook,8763.00,4364.00,14071.00
2022-06-20,Google,1854.00,0.00,3646.00
2022-06-21,Facebook,22266.33,3885.00,57803.00
2022-06-21,Google,12741.33,1525.00,34665.00
2022-06-22,Facebook,6118.00,1217.00,11019.00
2022-06-22,Google,11477.67,1063.00,26767.00
2022-06-23,Facebook,7725.50,4148.00,11303.00
2022-06-23,Google,12330.00,1050.00,23610.00
2022-06-24,Facebook,15793.00,2414.00,34613.00
2022-06-24,Google,8827.67,1183.00,23676.00
2022-06-25,Facebook,14936.50,3143.00,26730.00
2022-06-25,Google,9922.33,2557.00,18577.00
2022-06-26,Facebook,29359.50,7267.00,51452.00
2022-06-26,Google,6289.00,2402.00,10176.00
2022-06-27,Facebook,19306.33,1169.00,54780.00
2022-06-27,Google,10792.33,2357.00,26211.00
2022-06-28,Facebook,14296.67,3423.00,32228.00
2022-06-28,Google,18618.67,2738.00,46784.00
2022-06-29,Facebook,20106.00,9508.00,30704.00
2022-06-29,Google,15417.67,1734.00,40144.00
2022-06-30,Facebook,6713.20,2349.00,20624.00
2022-06-30,Google,14466.00,3014.00,37053.00
2022-07-01,Facebook,9757.20,1485.00,38320.00
2022-07-01,Google,19236.00,490.00,55589.00
2022-07-02,Facebook,10214.60,0.00,51073.00
2022-07-02,Google,12144.25,0.00,48577.00
2022-07-03,Facebook,24949.00,0.00,49898.00
2022-07-03,Google,19757.00,0.00,39514.00
2022-07-04,Facebook,24408.00,0.00,48816.00
2022-07-04,Google,0.00,0.00,0.00
2022-07-05,Facebook,12921.33,0.00,38764.00
2022-07-05,Google,10758.00,0.00,21516.00
2022-07-06,Facebook,59029.00,59029.00,59029.00
2022-07-06,Google,54317.00,54317.00,54317.00
2022-07-07,Facebook,0.00,0.00,0.00
2022-07-07,Google,18101.50,0.00,36203.00
2022-07-08,Facebook,17148.00,17148.00,17148.00
2022-07-09,Facebook,46170.00,46170.00,46170.00
2022-07-09,Google,36999.00,36999.00,36999.00
2022-07-10,Facebook,23434.00,23434.00,23434.00
2022-07-11,Facebook,3302.00,3302.00,3302.00
2022-07-11,Google,8565.00,8565.00,8565.00
2022-10-27,Facebook,35963.00,35963.00,35963.00
2022-10-27,Google,48639.00,48639.00,48639.00
2022-10-28,Facebook,63033.00,63033.00,63033.00
2022-10-29,Facebook,71403.00,71403.00,71403.00
2022-10-29,Google,49801.00,49801.00,49801.00
2022-10-30,Facebook,33591.00,33591.00,33591.00
2022-10-30,Google,41590.00,41590.00,41590.00
2022-10-31,Facebook,22745.00,22745.00,22745.00
2022-10-31,Google,14153.00,14153.00,14153.00
2022-11-01,Facebook,0.00,0.00,0.00
2022-11-01,Google,0.00,0.00,0.00
2022-11-05,Facebook,0.00,0.00,0.00
2022-11-05,Google,0.00,0.00,0.00
